step,households,treasury,gini_assets,gini_income,poverty_rate,means_tested_poverty_rate,unemployment_rate,labor_participation,avg_wage,avg_assets,ubi_spending,targeted_spending,false_positive_spending,false_negative_amount,false_negative_count,tax_revenue,deficit,single_young,couple_with_children,elderly,disabled,policy
24,225,1492179.5839493307,0.29716677028334715,0.34885394419717386,0.7911111111111111,0.8177777777777778,0.058823529411764705,0.8629441624365483,1157.4655096687509,3073.2080535939936,49400.0,0.0,0.0,0.0,0,98027.4481130615,-48627.4481130615,52,118,24,31,ubi_only
25,227,1525755.4161448516,0.30899106115767516,0.4306151072380353,0.8370044052863436,0.8325991189427313,0.19767441860465115,0.864321608040201,1214.245883339784,2890.022794972384,49600.0,0.0,0.0,0.0,0,83175.83219552076,-33575.832195520765,53,119,24,31,ubi_only
26,227,1575000.9445301464,0.32138576147673836,0.394534032015464,0.8237885462555066,0.8193832599118943,0.12716763005780346,0.865,1250.311511906759,2753.261160083503,49900.0,0.0,0.0,0.0,0,99145.52838529421,-49245.52838529421,51,122,23,31,ubi_only
27,229,1627236.367012629,0.3317296292700882,0.406112818990608,0.8165938864628821,0.8034934497816594,0.12571428571428572,0.8620689655172413,1244.9121462664248,2629.0770340259137,50500.0,0.0,0.0,0.0,0,102735.42248248198,-52235.42248248198,54,121,22,32,ubi_only
28,230,1657097.9777612654,0.3418599140743197,0.4349138197664786,0.8391304347826087,0.8304347826086956,0.2696629213483146,0.8682926829268293,1222.0173795223343,2482.1028437826685,50400.0,0.0,0.0,0.0,0,80261.61074863466,-29861.61074863466,57,121,20,32,ubi_only
29,229,1687817.6929322453,0.35444232305075696,0.44600482464974145,0.8078602620087336,0.8209606986899564,0.29213483146067415,0.8640776699029126,1287.5201024498285,2355.7832910281036,50200.0,0.0,0.0,0.0,0,80919.71517098068,-30719.71517098068,56,122,18,33,ubi_only
30,230,1725472.6583253068,0.3651119360260626,0.3953586995433094,0.7913043478260869,0.8130434782608695,0.2011173184357542,0.8647342995169082,1173.971271617494,2197.3869584131644,50200.0,0.0,0.0,0.0,0,87854.96539306121,-37654.96539306121,56,123,18,33,ubi_only
31,229,1772995.7517220892,0.3738198746380177,0.37915419451164634,0.7903930131004366,0.8034934497816594,0.14444444444444443,0.8653846153846154,1195.2823653933528,2135.0075463869407,50400.0,0.0,0.0,0.0,0,97923.09339678331,-47523.09339678331,56,124,16,33,ubi_only
32,230,1803653.3363980174,0.385888118964387,0.427929891765789,0.8391304347826087,0.8304347826086956,0.26519337016574585,0.8701923076923077,1202.1841221205616,1961.1652095908082,50500.0,0.0,0.0,0.0,0,81157.58467592842,-30657.584675928418,57,124,16,33,ubi_only
33,232,1841499.127907729,0.3960433702865094,0.38908163945925445,0.8362068965517241,0.8318965517241379,0.1912568306010929,0.8714285714285714,1160.896024842236,1804.5616060648206,50500.0,0.0,0.0,0.0,0,88345.79150971306,-37845.79150971306,59,124,16,33,ubi_only
34,231,1885519.2989008587,0.40599878317893734,0.37909222414895916,0.8181818181818182,0.8268398268398268,0.17391304347826086,0.8720379146919431,1189.3173054889428,1723.9862922009447,50500.0,0.0,0.0,0.0,0,94520.17099312936,-44020.17099312936,56,128,14,33,ubi_only
35,233,1928159.3832750947,0.41582804933467754,0.392365089821479,0.7982832618025751,0.8111587982832618,0.1881720430107527,0.8732394366197183,1194.3977693957756,1590.346631432551,51300.0,0.0,0.0,0.0,0,93940.08437423574,-42640.08437423574,57,129,14,33,ubi_only
36,236,1970108.898829696,0.4249559518046768,0.4156982314644915,0.8432203389830508,0.8347457627118644,0.22340425531914893,0.8703703703703703,1240.923417150006,1461.1975073133917,51600.0,0.0,0.0,0.0,0,93549.51555459999,-41949.51555459999,56,132,14,34,ubi_only
37,234,2010162.3576950803,0.4344498494702269,0.40053972175001773,0.7991452991452992,0.8247863247863247,0.21164021164021163,0.8709677419354839,1219.032196736047,1330.5920082272758,52400.0,0.0,0.0,0.0,0,92453.45886538363,-40053.458865383625,57,132,11,34,ubi_only
38,235,2057166.5222025565,0.44294783938046955,0.3829076126483266,0.825531914893617,0.8212765957446808,0.1736842105263158,0.867579908675799,1221.3068629857876,1247.7940380123553,52100.0,0.0,0.0,0.0,0,99104.16450747591,-47004.164507475914,55,135,10,35,ubi_only
39,237,2111610.828707945,0.44709011737002524,0.3669695658717269,0.7890295358649789,0.7974683544303798,0.17525773195876287,0.8699551569506726,1275.6387549074461,1216.7500174591441,52700.0,0.0,0.0,0.0,0,107144.30650538846,-54444.306505388464,59,135,8,35,ubi_only
40,240,2149857.796160957,0.4542377930930026,0.43512893490295235,0.825,0.8125,0.30456852791878175,0.8755555555555555,1320.099378689543,1119.1689780257109,52500.0,0.0,0.0,0.0,0,90746.96745301363,-38246.967453013625,60,137,8,35,ubi_only
41,242,2210645.855549662,0.4574472845970572,0.38278903171356204,0.7933884297520661,0.78099173553719,0.16,0.8771929824561403,1277.315520843682,1122.2944390649177,53100.0,0.0,0.0,0.0,0,113888.05938870643,-60788.05938870643,61,139,8,34,ubi_only
42,241,2278627.824349586,0.4626403372530308,0.3743241438074294,0.7800829875518672,0.7468879668049793,0.165,0.8771929824561403,1336.9373188903753,1156.2871633292318,53400.0,0.0,0.0,0.0,0,121381.96879992376,-67981.96879992376,61,139,7,34,ubi_only
43,246,2329259.96038971,0.4667668881044158,0.42674317746419543,0.8089430894308943,0.7926829268292683,0.2975609756097561,0.8798283261802575,1341.1669416383115,1073.0597701133818,53300.0,0.0,0.0,0.0,0,103932.13604012459,-50632.13604012459,65,140,7,34,ubi_only
44,247,2363589.15371388,0.4730894339856555,0.44371096818262545,0.8380566801619433,0.8097165991902834,0.3640776699029126,0.8803418803418803,1300.9232230903979,1009.5498866825229,53600.0,0.0,0.0,0.0,0,87929.19332416775,-34329.19332416775,63,143,6,35,ubi_only
45,250,2422974.2703168406,0.4780273739870262,0.3867625861340829,0.776,0.792,0.22115384615384615,0.8776371308016878,1306.019168194253,967.7594846015598,54300.0,0.0,0.0,0.0,0,113685.11660296224,-59385.11660296224,64,144,6,36,ubi_only
46,254,2478813.0219650194,0.48280321275651716,0.42141993281973233,0.8070866141732284,0.7874015748031497,0.25,0.8796680497925311,1282.9995774500794,912.6366325318761,54500.0,0.0,0.0,0.0,0,110338.75164817789,-55838.75164817789,67,145,6,36,ubi_only
47,255,2522922.8094707774,0.4901014234558625,0.41207269987798933,0.803921568627451,0.796078431372549,0.26291079812206575,0.8801652892561983,1188.6377538729005,842.3676858818042,54700.0,0.0,0.0,0.0,0,98809.78750575572,-44109.787505755725,66,147,6,36,ubi_only
48,256,2562150.1042322624,0.49476461864485,0.431914134918286,0.80859375,0.80078125,0.29906542056074764,0.8770491803278688,1251.4765686637531,812.5260252947262,55200.0,0.0,0.0,0.0,0,94427.29476148172,-39227.294761481724,64,150,5,37,ubi_only
49,257,2606616.118643719,0.49809445536989805,0.3994674759360055,0.7937743190661478,0.8015564202334631,0.27314814814814814,0.8780487804878049,1262.8604000049318,801.5783587753393,55900.0,0.0,0.0,0.0,0,100366.01441145707,-44466.01441145707,66,150,4,37,ubi_only
50,258,2663880.7716090796,0.503045797768271,0.3596724695747593,0.7674418604651163,0.7829457364341085,0.17511520737327188,0.8785425101214575,1233.392556925142,783.8702157813727,55800.0,0.0,0.0,0.0,0,113064.65296536131,-57264.65296536131,66,151,4,37,ubi_only
51,259,2699933.520561894,0.507236898897288,0.4489857812849485,0.8223938223938224,0.806949806949807,0.3394495412844037,0.8755020080321285,1262.7687930063894,755.2102184118096,56100.0,0.0,0.0,0.0,0,92152.74895281337,-36052.748952813374,65,153,3,38,ubi_only
52,262,2780325.8297329647,0.5091697057317466,0.3535922613707747,0.7824427480916031,0.7633587786259542,0.13122171945701358,0.8804780876494024,1315.8537118601723,777.8570472880592,56400.0,0.0,0.0,0.0,0,136792.30917106898,-80392.30917106898,67,154,3,38,ubi_only
53,264,2838559.7872497477,0.5103866813315614,0.395141185454835,0.7765151515151515,0.7878787878787878,0.24107142857142858,0.8818897637795275,1273.487401910719,795.6001502401405,56600.0,0.0,0.0,0.0,0,114833.95751678332,-58233.957516783325,70,154,3,37,ubi_only
54,266,2872764.8790232698,0.516243518317147,0.44399771037223745,0.8383458646616542,0.8233082706766918,0.3495575221238938,0.8828125,1187.9920168875988,713.1740742330404,56500.0,0.0,0.0,0.0,0,90705.09177351963,-34205.09177351963,71,155,3,37,ubi_only
55,267,2907484.8846222046,0.5218629425046382,0.4553979770906953,0.8352059925093633,0.8202247191011236,0.3568281938325991,0.8798449612403101,1233.0766817376466,663.4203592577878,56800.0,0.0,0.0,0.0,0,91520.0055989371,-34720.0055989371,69,158,2,38,ubi_only
56,268,2956899.9066173024,0.528483838535065,0.44007059347275046,0.7910447761194029,0.7761194029850746,0.31140350877192985,0.8837209302325582,1258.538454161817,621.0682003838511,57300.0,0.0,0.0,0.0,0,106715.02199509792,-49415.02199509792,68,160,2,38,ubi_only
57,270,2990634.2958221347,0.5343076470591577,0.439309337498089,0.8148148148148148,0.8074074074074075,0.3652173913043478,0.8846153846153846,1243.9996569005555,546.8600318267726,57700.0,0.0,0.0,0.0,0,91434.3892048346,-33734.3892048346,67,163,2,38,ubi_only
58,272,3044921.5882459637,0.5377922753004503,0.39585300685134617,0.8235294117647058,0.8088235294117647,0.2683982683982684,0.8816793893129771,1255.4044744067974,518.5954897819818,58300.0,0.0,0.0,0.0,0,112587.29242382737,-54287.29242382737,66,165,2,39,ubi_only
59,271,3081617.311742695,0.5434866078222764,0.444395841668471,0.8228782287822878,0.8191881918819188,0.3521739130434783,0.8778625954198473,1253.4254772681265,499.337115579302,58700.0,0.0,0.0,0.0,0,95395.72349673153,-36695.72349673153,65,165,1,40,ubi_only
60,275,3114989.9150655074,0.546664225196503,0.44316848666218855,0.84,0.8218181818181818,0.36752136752136755,0.8796992481203008,1188.8674436880376,418.15667605814235,58800.0,0.0,0.0,0.0,0,92172.60332281147,-33372.60332281147,66,168,1,40,ubi_only
61,275,3182662.5977288424,0.5509788092085091,0.34117053039734335,0.7781818181818182,0.7672727272727272,0.14957264957264957,0.8796992481203008,1240.152417342504,429.2054040607089,59400.0,0.0,0.0,0.0,0,127072.68266333752,-67672.68266333752,65,169,1,40,ubi_only
62,275,3235440.9054851616,0.5560442466197799,0.3818640733472891,0.8254545454545454,0.8072727272727273,0.22127659574468084,0.8834586466165414,1225.5640459797357,421.5990607924077,59700.0,0.0,0.0,0.0,0,112478.3077563199,-52778.307756319904,64,170,1,40,ubi_only
63,275,3312170.6334023126,0.559443404871742,0.32630332013836205,0.7963636363636364,0.7854545454545454,0.13675213675213677,0.8796992481203008,1281.8532400925565,450.9061667221342,59900.0,0.0,0.0,0.0,0,136629.727917153,-76729.72791715301,62,171,1,41,ubi_only
64,275,3355124.8408583524,0.5655745632096605,0.4172577040426977,0.8290909090909091,0.8036363636363636,0.2948717948717949,0.8931297709923665,1223.7350494074374,412.3781142831925,60200.0,0.0,0.0,0.0,0,103154.2074560386,-42954.207456038595,62,171,1,41,ubi_only
65,275,3410277.7205365608,0.5697923305670609,0.3648376444390775,0.8,0.7818181818181819,0.2264957264957265,0.8931297709923665,1248.3086257973525,403.76343180837284,60200.0,0.0,0.0,0.0,0,115352.8796782128,-55152.879678212805,61,172,1,41,ubi_only
66,275,3473267.485302742,0.5716313704584703,0.3660850841247949,0.8290909090909091,0.8036363636363636,0.2,0.8935361216730038,1236.7849716615472,436.65855186322466,60500.0,0.0,0.0,0.0,0,123489.76476618338,-62989.764766183376,60,174,1,40,ubi_only
67,275,3511131.9062798726,0.577295903812965,0.4068994878108385,0.8436363636363636,0.8327272727272728,0.3276595744680851,0.8935361216730038,1179.8831104536278,375.32637943533183,60900.0,0.0,0.0,0.0,0,98764.42097712948,-37864.420977129485,60,174,1,40,ubi_only
68,275,3540121.219189693,0.5831544625331144,0.42316174812516016,0.8581818181818182,0.8363636363636363,0.38961038961038963,0.8918918918918919,1159.458372515155,293.8722203890618,60900.0,0.0,0.0,0.0,0,89889.31290982198,-28989.31290982198,58,172,5,40,ubi_only
69,275,3584209.4933417044,0.5879460550883715,0.40776388120362994,0.8181818181818182,0.8109090909090909,0.2683982683982684,0.8918918918918919,1214.8478193192198,269.8135899343776,61300.0,0.0,0.0,0.0,0,105388.27415201088,-44088.27415201088,58,172,5,40,ubi_only
70,275,3625608.9904042375,0.5924533208891689,0.4163349096889817,0.8290909090909091,0.8072727272727273,0.3,0.888030888030888,1273.728381426861,253.91105677320172,61300.0,0.0,0.0,0.0,0,102699.49706253292,-41399.497062532915,56,173,5,41,ubi_only
71,275,3705958.318219589,0.5950637283655074,0.30509892813731887,0.7890909090909091,0.7890909090909091,0.0611353711790393,0.8841698841698842,1235.1183975301221,284.8471940607901,61600.0,0.0,0.0,0.0,0,141949.32781535023,-80349.32781535023,54,174,5,42,ubi_only
72,275,3758619.4236107785,0.5995827549538542,0.4298550114228863,0.8363636363636363,0.8036363636363636,0.28,0.87890625,1303.7465784144442,286.1502861474045,61900.0,0.0,0.0,0.0,0,114561.10539119029,-52661.105391190285,53,171,8,43,ubi_only
73,275,3805269.077374844,0.6035529746761716,0.39561775499707785,0.8254545454545454,0.8218181818181818,0.23555555555555555,0.87890625,1236.1024528393857,266.99219723197757,61900.0,0.0,0.0,0.0,0,108549.65376406719,-46649.65376406719,53,171,8,43,ubi_only
74,275,3862180.3646225794,0.6065617014424634,0.3508503640144631,0.8363636363636363,0.8181818181818182,0.1688888888888889,0.87890625,1224.3276204310737,260.08916645865634,61900.0,0.0,0.0,0.0,0,118811.28724773786,-56911.287247737855,50,174,8,43,ubi_only
75,275,3910889.3789170003,0.6097806997927631,0.39602353088818476,0.850909090909091,0.8181818181818182,0.22767857142857142,0.875,1268.181173240856,256.8172128004074,62600.0,0.0,0.0,0.0,0,111309.01429442079,-48709.01429442079,50,173,8,44,ubi_only
76,274,3970358.190988292,0.6113634235043561,0.3777671645134877,0.8248175182481752,0.8175182481751825,0.17567567567567569,0.8740157480314961,1256.3621167865658,297.7246201293527,62600.0,0.0,0.0,0.0,0,122068.81207129247,-59468.81207129247,48,173,9,44,ubi_only
77,275,4026845.919014542,0.6108346829320352,0.3725997935060146,0.8327272727272728,0.8327272727272728,0.18303571428571427,0.875,1240.05965391313,323.9522380110525,62900.0,0.0,0.0,0.0,0,119387.72802624873,-56487.72802624873,48,175,9,43,ubi_only
78,275,4085564.1803536136,0.6138020758560079,0.3784732944240847,0.8145454545454546,0.8109090909090909,0.17857142857142858,0.875,1292.7302888000236,329.42336078712333,63300.0,0.0,0.0,0.0,0,122018.26133907391,-58718.26133907391,46,177,9,43,ubi_only
79,275,4166541.5686134575,0.6167050804789704,0.33741034894153366,0.8145454545454546,0.7709090909090909,0.05803571428571429,0.875,1243.220505375892,348.07144449145255,63700.0,0.0,0.0,0.0,0,144677.3882598454,-80977.38825984541,46,177,9,43,ubi_only
80,275,4214067.139461975,0.6204963306475304,0.36413019692516335,0.84,0.8181818181818182,0.1981981981981982,0.8774703557312253,1154.6891623339795,305.5072633904741,63700.0,0.0,0.0,0.0,0,111225.57084851386,-47525.57084851386,46,175,11,43,ubi_only
0,220,500000.0,0.29960339148035775,0.0,1.0,0.9818181818181818,1.0,0.8546511627906976,0.0,6349.359962838694,0.0,0.0,0.0,0.0,0,0.0,0.0,84,63,47,26,targeted_only
1,219,518858.7451891985,0.2863464879729509,0.42100695606464567,0.7077625570776256,0.684931506849315,0.027210884353741496,0.8546511627906976,1172.2729631532031,6260.739827879176,0.0,24510.0,240.0,450.0,4,43368.745189198184,-18858.745189198184,82,65,46,26,targeted_only
2,218,561792.8074365649,0.27712254232429845,0.48640085428549784,0.7798165137614679,0.7431192660550459,0.18243243243243243,0.8554913294797688,1152.4983011682732,6082.7242848497035,0.0,24600.0,270.0,1620.0,7,67534.06224736615,-42934.06224736615,76,72,44,26,targeted_only
3,216,610304.3245953612,0.2705094931301053,0.4775623842983925,0.7731481481481481,0.75,0.12837837837837837,0.8554913294797688,1209.5396990511358,5954.6113596716295,0.0,26280.0,60.0,1110.0,9,74791.5171587966,-48511.5171587966,75,73,42,26,targeted_only
4,216,669032.6257152339,0.263777733741448,0.4556765351533849,0.7361111111111112,0.7268518518518519,0.07482993197278912,0.8497109826589595,1199.3242888090213,5835.057389324759,0.0,26520.0,150.0,720.0,5,85248.30111987304,-58728.30111987304,72,75,42,27,targeted_only
5,216,716044.369819781,0.2594235792410351,0.4740825642654367,0.7870370370370371,0.7685185185185185,0.16891891891891891,0.8505747126436781,1172.8771610508288,5649.401086693895,0.0,26790.0,180.0,2070.0,12,73801.74410454725,-47011.74410454725,70,78,41,27,targeted_only
6,216,762576.8221595546,0.25447293679939675,0.44711117543855683,0.7824074074074074,0.7685185185185185,0.12162162162162163,0.8505747126436781,1262.563987682331,5492.328076518377,0.0,27750.0,120.0,1020.0,11,74282.45233977374,-46532.452339773736,66,82,41,27,targeted_only
7,215,811469.3960473622,0.2562004913361342,0.45184265398216206,0.772093023255814,0.7627906976744186,0.16216216216216217,0.8457142857142858,1224.250445582612,5277.621571332329,0.0,28980.0,240.0,1980.0,8,77872.57388780788,-48892.573887807885,65,83,39,28,targeted_only
8,215,877655.2905179935,0.2552092509110824,0.3923215298621281,0.7674418604651163,0.7488372093023256,0.0,0.8505747126436781,1195.3204549323261,5193.274055928896,0.0,29610.0,180.0,600.0,5,95795.89447063065,-66185.89447063065,63,85,39,28,targeted_only
9,213,945043.6693415501,0.2509009663222066,0.37559907283309335,0.7793427230046949,0.7699530516431925,0.0,0.8505747126436781,1209.117037553103,5065.76314209004,0.0,28470.0,180.0,1800.0,9,95858.37882355633,-67388.37882355633,60,88,37,28,targeted_only
10,217,1012169.4938992555,0.25418409316333435,0.39902833243065516,0.7788018433179723,0.7695852534562212,0.02631578947368421,0.8539325842696629,1212.8036942284575,4843.084217976008,0.0,28260.0,300.0,3180.0,13,95385.82455770488,-67125.82455770488,63,89,37,28,targeted_only
11,216,1071851.5380502858,0.2556377312856071,0.37373930068244654,0.7824074074074074,0.7777777777777778,0.0,0.8539325842696629,1133.5185630019141,4696.5110456972725,0.0,30480.0,120.0,1500.0,6,90162.0441510303,-59682.044151030306,62,90,36,28,targeted_only
12,217,1130556.8040088555,0.2599902373741765,0.4253445194623755,0.8018433179723502,0.7926267281105991,0.09210526315789473,0.8491620111731844,1212.4659186838583,4520.652668591181,0.0,31470.0,60.0,630.0,5,90175.26595856977,-58705.26595856977,58,94,36,29,targeted_only
13,214,1181982.712440953,0.2603742420576105,0.42485779035511695,0.8084112149532711,0.8037383177570093,0.1111111111111111,0.85,1218.8120535067462,4306.411341933679,0.0,32760.0,330.0,930.0,7,84185.90843209717,-51425.908432097174,59,94,32,29,targeted_only
14,215,1235506.791374525,0.26053076561307886,0.39259836336509313,0.813953488372093,0.8046511627906977,0.07142857142857142,0.8461538461538461,1157.5793531842237,4084.8705694905298,0.0,31980.0,60.0,990.0,5,85504.0789335735,-53524.0789335735,58,96,31,30,targeted_only
15,213,1281124.3778957513,0.26153232786910396,0.42210271633378293,0.8356807511737089,0.8169014084507042,0.16883116883116883,0.8461538461538461,1195.3005259176987,3881.5420766916654,0.0,31440.0,60.0,1950.0,9,77057.58652122578,-45617.58652122578,57,97,29,30,targeted_only
16,211,1342052.2242519245,0.25019152818891,0.3876608454957453,0.8104265402843602,0.8056872037914692,0.09090909090909091,0.8461538461538461,1222.7353010351553,3689.650005965284,0.0,30450.0,90.0,2580.0,11,91377.8463561734,-60927.846356173395,57,97,27,30,targeted_only
17,211,1416357.5532187023,0.24305617565582605,0.35685235223634626,0.7867298578199052,0.7819905213270142,0.0064516129032258064,0.8469945355191257,1268.6595373434416,3570.282231357476,0.0,29970.0,180.0,2040.0,9,104275.32896677736,-74305.32896677736,54,101,26,30,targeted_only
18,213,1490679.4844862986,0.23849232310644997,0.3910062752855843,0.7887323943661971,0.784037558685446,0.06329113924050633,0.8494623655913979,1294.5445092552957,3396.866935197687,0.0,30210.0,90.0,2400.0,10,104531.93126759578,-74321.93126759578,57,101,25,30,targeted_only
19,215,1569746.188556529,0.23396872000700664,0.3633255087733247,0.7906976744186046,0.7767441860465116,0.0125,0.851063829787234,1276.7963614966698,3249.515713951258,0.0,30420.0,120.0,1380.0,10,109486.70407023063,-79066.70407023063,57,103,25,30,targeted_only
20,214,1622972.0916848509,0.24175501477989547,0.3955347482026905,0.8364485981308412,0.822429906542056,0.13664596273291926,0.8518518518518519,1178.2849437464208,3063.6914911021595,0.0,31650.0,30.0,2580.0,10,84875.90312832105,-53225.90312832105,56,105,23,30,targeted_only
21,215,1677069.6491402783,0.2533388154316596,0.4189169284734513,0.8372093023255814,0.8325581395348837,0.19753086419753085,0.8526315789473684,1218.1701202623524,2846.704505104842,0.0,32190.0,90.0,2190.0,10,86287.55745542688,-54097.55745542688,56,106,23,30,targeted_only
22,216,1736534.5633054764,0.2654659630856364,0.4208777071020975,0.8379629629629629,0.8194444444444444,0.17073170731707318,0.8541666666666666,1273.582095943669,2632.767113454043,0.0,30960.0,120.0,2790.0,12,90424.91416519781,-59464.91416519781,56,108,22,30,targeted_only
23,220,1796439.0054057245,0.27610032861244105,0.4359840766955396,0.8454545454545455,0.8181818181818182,0.17751479289940827,0.8578680203045685,1237.2599075655307,2392.9990479979747,0.0,32430.0,30.0,1530.0,9,92334.44210024772,-59904.44210024772,58,111,21,30,targeted_only
24,220,1864363.5410072173,0.287693851655467,0.40282887741987405,0.8181818181818182,0.8045454545454546,0.10650887573964497,0.8666666666666667,1281.278701235405,2258.5085267690683,0.0,32340.0,150.0,1410.0,9,100264.53560149271,-67924.53560149271,57,112,21,30,targeted_only
25,219,1926347.3787979682,0.2997896812519045,0.40816139123082107,0.821917808219178,0.817351598173516,0.18235294117647058,0.8673469387755102,1298.6779779940186,2122.82993643548,0.0,33180.0,210.0,1440.0,6,95163.83779075152,-61983.837790751524,58,112,19,30,targeted_only
26,216,1982756.4173198768,0.3126818064803303,0.39377922535239107,0.8240740740740741,0.8148148148148148,0.14705882352941177,0.8673469387755102,1207.6813171833044,1957.2793198089933,0.0,32880.0,90.0,1890.0,10,89289.03852190853,-56409.03852190853,54,116,16,30,targeted_only
27,218,2060334.843859117,0.32307041020937133,0.37506997907008754,0.7981651376146789,0.7844036697247706,0.10465116279069768,0.8686868686868687,1310.5837710673104,1828.7175357594938,0.0,33630.0,240.0,990.0,4,111208.42653924086,-77578.42653924086,55,117,16,30,targeted_only
28,219,2119098.502835512,0.33406367446181773,0.42475903900347833,0.8310502283105022,0.8082191780821918,0.21839080459770116,0.87,1279.7077700629932,1683.857900319632,0.0,34980.0,90.0,150.0,2,93743.65897639553,-58763.65897639553,57,117,14,31,targeted_only
29,221,2171829.391124163,0.3458294865002456,0.4198060453084067,0.8371040723981901,0.8190045248868778,0.22727272727272727,0.8712871287128713,1243.1716600183663,1502.457056466412,0.0,33870.0,60.0,1620.0,10,86600.88828864967,-52730.88828864967,58,118,14,31,targeted_only
30,221,2233250.5723824156,0.35615150735424805,0.37772666686766065,0.8144796380090498,0.8099547511312217,0.16477272727272727,0.8669950738916257,1220.3517891740105,1378.4848729540279,0.0,33030.0,30.0,2100.0,9,94451.18125825305,-61421.181258253055,58,118,13,32,targeted_only
31,222,2290658.5030142344,0.3686035579274014,0.4186451175430461,0.8513513513513513,0.8243243243243243,0.23595505617977527,0.8682926829268293,1258.5572766098003,1210.8974975119818,0.0,34140.0,60.0,1620.0,11,91547.9306318209,-57407.9306318209,58,120,12,32,targeted_only
32,223,2346879.284765171,0.3801769456297017,0.40695332245764626,0.8475336322869955,0.8340807174887892,0.2011173184357542,0.8731707317073171,1224.507195151562,1057.6943310814752,0.0,34680.0,120.0,1440.0,7,90900.78175093725,-56220.781750937254,58,121,12,32,targeted_only
33,226,2419292.209684872,0.38938951190497684,0.374764721998031,0.827433628318584,0.8053097345132744,0.14285714285714285,0.875,1294.6891931549346,937.0218746151794,0.0,32760.0,90.0,2340.0,11,105172.92491969715,-72412.92491969715,61,121,12,32,targeted_only
34,226,2488336.693234875,0.40114031250607307,0.4176242085410147,0.8230088495575221,0.8008849557522124,0.1912568306010929,0.8755980861244019,1288.1922520891903,827.2537383647638,0.0,33000.0,0.0,2580.0,13,102044.4835500032,-69044.4835500032,60,123,11,32,targeted_only
35,226,2546935.502016611,0.412639072997832,0.3941806290845826,0.831858407079646,0.8141592920353983,0.1912568306010929,0.8755980861244019,1243.0528715150585,707.3136016918932,0.0,34980.0,150.0,1560.0,8,93578.80878173864,-58598.80878173864,59,124,11,32,targeted_only
36,225,2623900.888223942,0.42215732136571127,0.34210911488277973,0.8088888888888889,0.8044444444444444,0.08839779005524862,0.8660287081339713,1251.2686977627081,644.2170390259179,0.0,32820.0,180.0,2640.0,10,109785.38620733019,-76965.38620733019,56,125,10,34,targeted_only
37,227,2687029.245664462,0.4300795518392242,0.3638118535006636,0.8193832599118943,0.8061674008810573,0.16393442622950818,0.8672985781990521,1214.3057620732782,524.2116292205358,0.0,35250.0,120.0,1770.0,6,98378.35744052041,-63128.35744052041,56,127,10,34,targeted_only
38,229,2749726.337622014,0.4378106530566577,0.3845815466195426,0.8034934497816594,0.8034934497816594,0.16756756756756758,0.8685446009389671,1252.5171911954667,420.16017088368045,0.0,35070.0,30.0,2070.0,8,97767.0919575509,-62697.0919575509,58,127,10,34,targeted_only
39,232,2818208.0307295127,0.4447383670538212,0.4118745600963345,0.8405172413793104,0.8103448275862069,0.1925133689839572,0.8657407407407407,1283.6686898579107,330.61181460141665,0.0,35130.0,90.0,1140.0,5,103611.69310750219,-68481.69310750219,61,127,10,34,targeted_only
40,232,2893008.260986354,0.44560585457000146,0.3706096375425256,0.8060344827586207,0.7974137931034483,0.1631578947368421,0.8715596330275229,1300.9050109620432,368.62612597651844,0.0,33990.0,60.0,1770.0,11,108790.23025684222,-74800.23025684222,62,129,7,34,targeted_only
41,230,2986748.4322095853,0.45549806965675854,0.30435063430904474,0.7956521739130434,0.7869565217391304,0.03684210526315789,0.8715596330275229,1264.1283002169878,298.90310524278095,0.0,31770.0,30.0,3240.0,15,125510.1712232308,-93740.1712232308,61,130,5,34,targeted_only
42,232,3059891.9749794146,0.4615963768103426,0.3858788029556701,0.8405172413793104,0.8146551724137931,0.19689119170984457,0.8772727272727273,1308.4657085611755,234.5550988246787,0.0,33630.0,0.0,2220.0,13,106773.54276982794,-73143.54276982794,62,131,5,34,targeted_only
43,235,3126083.9699274553,0.4666406659112565,0.3858479162247064,0.8595744680851064,0.825531914893617,0.20812182741116753,0.8834080717488789,1225.9516798300178,152.86623614035022,0.0,35790.0,0.0,840.0,5,101981.99494804356,-66191.99494804356,62,134,5,34,targeted_only
44,237,3175430.341916875,0.4703362812127003,0.45989096804213236,0.8776371308016878,0.8438818565400844,0.36,0.8888888888888888,1240.1409588655388,65.73349731689132,0.0,37140.0,0.0,990.0,6,86486.37198941779,-49346.37198941779,65,134,4,34,targeted_only
45,236,3206550.0643342454,0.4784683382611532,0.46386448332363606,0.864406779661017,0.8559322033898306,0.43,0.8888888888888888,1152.1445603625966,-67.60027694892918,0.0,37860.0,180.0,2430.0,13,68979.7224173711,-31119.7224173711,64,135,4,33,targeted_only
46,236,3245462.6015561745,0.48800848106426575,0.4463597655602869,0.8516949152542372,0.8516949152542372,0.39,0.8888888888888888,1168.8401345884834,-216.83911850451614,0.0,38700.0,90.0,1830.0,9,77612.53722192769,-38912.53722192769,62,137,4,33,targeted_only
47,238,3296926.719015296,0.4940098312809973,0.40526628813572163,0.8361344537815126,0.8277310924369747,0.30198019801980197,0.8898678414096917,1173.4238594777735,-329.61032117427754,0.0,36960.0,30.0,2730.0,13,88424.11745912326,-51464.117459123256,61,140,4,33,targeted_only
