step,households,treasury,gini_assets,gini_income,poverty_rate,means_tested_poverty_rate,unemployment_rate,labor_participation,avg_wage,avg_assets,ubi_spending,targeted_spending,false_positive_spending,false_negative_amount,false_negative_count,tax_revenue,deficit,single_young,couple_with_children,elderly,disabled,policy
15,218,1670603.003108258,0.2342516793374998,0.5005035449142621,0.8119266055045872,0.8073394495412844,0.19375,0.8602150537634409,1222.6202196654478,2715.881972938193,0.0,0.0,0.0,0.0,0,80294.5681187432,-80294.5681187432,62,98,30,28,no_welfare
16,220,1752666.599465101,0.2503352936023555,0.5093239057529806,0.85,0.8363636363636363,0.2125,0.8556149732620321,1200.5182362519631,2491.19480915578,0.0,0.0,0.0,0.0,0,82063.59635684344,-82063.59635684344,57,103,31,29,no_welfare
17,220,1838223.885578124,0.2646310654262862,0.4780876587745819,0.8318181818181818,0.8318181818181818,0.13043478260869565,0.8563829787234043,1205.4843048035852,2200.6493515642883,0.0,0.0,0.0,0.0,0,85557.28611302367,-85557.28611302367,56,105,30,29,no_welfare
18,218,1936412.3827080657,0.27697112110932864,0.40440484172334834,0.8119266055045872,0.8119266055045872,0.043478260869565216,0.8563829787234043,1193.9632678034804,1968.8642797813707,0.0,0.0,0.0,0.0,0,98188.49712994129,-98188.49712994129,55,106,28,29,no_welfare
19,218,2020586.5687750536,0.2920091969348686,0.4638427389012907,0.8486238532110092,0.8348623853211009,0.15,0.851063829787234,1188.604272702688,1689.815793688171,0.0,0.0,0.0,0.0,0,84174.1860669885,-84174.1860669885,50,110,28,30,no_welfare
20,221,2107853.9738152,0.30557202927596583,0.47767523436589254,0.8506787330316742,0.8371040723981901,0.14814814814814814,0.8481675392670157,1224.906428439678,1396.8111304654856,0.0,0.0,0.0,0.0,0,87267.40504014493,-87267.40504014493,50,112,28,31,no_welfare
21,223,2193053.9125194727,0.31842695966272183,0.4885580855187879,0.8385650224215246,0.8251121076233184,0.17365269461077845,0.8520408163265306,1209.7716276428941,1140.5230380522837,0.0,0.0,0.0,0.0,0,85199.93870427583,-85199.93870427583,52,115,25,31,no_welfare
22,226,2269377.166505837,0.33328689961298763,0.5539532672835699,0.8628318584070797,0.8407079646017699,0.2823529411764706,0.8542713567839196,1195.0485345778873,824.6509804718747,0.0,0.0,0.0,0.0,0,76323.25398636301,-76323.25398636301,55,115,25,31,no_welfare
23,225,2371108.386759415,0.349920995197051,0.45841495407697996,0.8311111111111111,0.8133333333333334,0.10588235294117647,0.8542713567839196,1261.4551652119412,604.0202494474588,0.0,0.0,0.0,0.0,0,101731.22025357824,-101731.22025357824,53,117,24,31,no_welfare
24,225,2469135.8348724768,0.36544974907718064,0.394994736351429,0.84,0.8311111111111111,0.058823529411764705,0.8629441624365483,1157.4655096687509,368.6523051390862,0.0,0.0,0.0,0.0,0,98027.4481130615,-98027.4481130615,52,118,24,31,no_welfare
25,227,2552311.6670679967,0.3816268623937855,0.5073718687726996,0.8458149779735683,0.8458149779735683,0.19767441860465115,0.864321608040201,1214.245883339784,110.40252256535855,0.0,0.0,0.0,0.0,0,83175.83219552076,-83175.83219552076,53,119,24,31,no_welfare
26,227,2651457.1954532904,0.39893502958532,0.45635430271667987,0.8281938325991189,0.8237885462555066,0.12716763005780346,0.865,1250.311511906759,-114.94442983346768,0.0,0.0,0.0,0.0,0,99145.52838529421,-99145.52838529421,51,122,23,31,no_welfare
27,229,2754192.617935772,0.41324826211453547,0.4717923601880678,0.8209606986899564,0.8165938864628821,0.12571428571428572,0.8620689655172413,1244.9121462664248,-302.83572417168944,0.0,0.0,0.0,0.0,0,102735.42248248198,-102735.42248248198,54,121,22,32,no_welfare
28,230,2834454.2286844035,0.4279765988545958,0.5197076491885126,0.8521739130434782,0.8434782608695652,0.2696629213483146,0.8682926829268293,1222.0173795223343,-509.4709681509383,0.0,0.0,0.0,0.0,0,80261.61074863466,-80261.61074863466,57,121,20,32,no_welfare
29,229,2915373.943855385,0.4462129963181185,0.5349715483584443,0.8384279475982532,0.8296943231441049,0.29213483146067415,0.8640776699029126,1287.5201024498285,-713.1522845463644,0.0,0.0,0.0,0.0,0,80919.71517098068,-80919.71517098068,56,122,18,33,no_welfare
30,230,3003228.9092484433,0.4612965193535965,0.46666074102047683,0.8173913043478261,0.8173913043478261,0.2011173184357542,0.8647342995169082,1173.971271617494,-930.3827114364684,0.0,0.0,0.0,0.0,0,87854.96539306121,-87854.96539306121,56,123,18,33,no_welfare
31,229,3101152.002645226,0.472242117736535,0.44066715143040036,0.8253275109170306,0.8165938864628821,0.14444444444444443,0.8653846153846154,1195.2823653933528,-1047.8892079109348,0.0,0.0,0.0,0.0,0,97923.09339678331,-97923.09339678331,56,124,16,33,no_welfare
32,230,3182309.5873211552,0.4862461269976184,0.5147273138873509,0.8478260869565217,0.8434782608695652,0.26519337016574585,0.8701923076923077,1202.1841221205616,-1249.5593206867584,0.0,0.0,0.0,0.0,0,81157.58467592842,-81157.58467592842,57,124,16,33,no_welfare
33,232,3270655.3788308683,0.4973488623529376,0.4571949580324861,0.8448275862068966,0.8405172413793104,0.1912568306010929,0.8714285714285714,1160.896024842236,-1419.0483271992432,0.0,0.0,0.0,0.0,0,88345.79150971306,-88345.79150971306,59,124,16,33,no_welfare
34,231,3365175.5498239985,0.5088326259881504,0.4424020153646193,0.8484848484848485,0.8398268398268398,0.17391304347826086,0.8720379146919431,1189.3173054889428,-1534.4586534309024,0.0,0.0,0.0,0.0,0,94520.17099312936,-94520.17099312936,56,128,14,33,no_welfare
35,233,3459115.634198231,0.5196863279103392,0.4616549854369514,0.8283261802575107,0.8240343347639485,0.1881720430107527,0.8732394366197183,1194.3977693957756,-1682.2330541286328,0.0,0.0,0.0,0.0,0,93940.08437423574,-93940.08437423574,57,129,14,33,no_welfare
36,236,3552665.149752832,0.5290816156533074,0.49045735999251305,0.8516949152542372,0.8516949152542372,0.22340425531914893,0.8703703703703703,1240.923417150006,-1811.1904403559342,0.0,0.0,0.0,0.0,0,93549.51555459999,-93549.51555459999,56,132,14,34,no_welfare
37,234,3645118.6086182157,0.5415925712672094,0.472907592279991,0.8461538461538461,0.8418803418803419,0.21164021164021163,0.8709677419354839,1219.032196736047,-1999.721575848942,0.0,0.0,0.0,0.0,0,92453.45886538363,-92453.45886538363,57,132,11,34,no_welfare
38,235,3744222.7731256927,0.5512405981997668,0.44804400226332475,0.8425531914893617,0.8425531914893617,0.1736842105263158,0.867579908675799,1221.3068629857876,-2098.8043218178195,0.0,0.0,0.0,0.0,0,99104.16450747591,-99104.16450747591,55,135,10,35,no_welfare
39,237,3851367.0796310813,0.554663952890939,0.4200803989898576,0.8396624472573839,0.8354430379746836,0.17525773195876287,0.8699551569506726,1275.6387549074461,-2126.653935898063,0.0,0.0,0.0,0.0,0,107144.30650538846,-107144.30650538846,59,135,8,35,no_welfare
40,240,3942114.047084093,0.5605135945283879,0.5192756077752831,0.8458333333333333,0.8375,0.30456852791878175,0.8755555555555555,1320.099378689543,-2205.267114788599,0.0,0.0,0.0,0.0,0,90746.96745301363,-90746.96745301363,60,137,8,35,no_welfare
41,242,4056002.106472798,0.5627258811462215,0.444376534644944,0.8181818181818182,0.8016528925619835,0.16,0.8771929824561403,1277.315520843682,-2207.309812577584,0.0,0.0,0.0,0.0,0,113888.05938870643,-113888.05938870643,61,139,8,34,no_welfare
42,241,4177384.075272722,0.5695295272316903,0.43621028854841337,0.7925311203319502,0.7800829875518672,0.165,0.8771929824561403,1336.9373188903753,-2225.6984216334167,0.0,0.0,0.0,0.0,0,121381.96879992376,-121381.96879992376,61,139,7,34,no_welfare
43,246,4281316.211312846,0.5709356953108959,0.5036459414334122,0.8211382113821138,0.8130081300813008,0.2975609756097561,0.8798283261802575,1341.1669416383115,-2263.8627505128666,0.0,0.0,0.0,0.0,0,103932.13604012459,-103932.13604012459,65,140,7,34,no_welfare
44,247,4369245.404637009,0.5760147929520361,0.5364758010988673,0.8502024291497976,0.8340080971659919,0.3640776699029126,0.8803418803418803,1300.9232230903979,-2323.5716693530344,0.0,0.0,0.0,0.0,0,87929.19332416775,-87929.19332416775,63,143,6,35,no_welfare
45,250,4482930.521239969,0.5794068281053182,0.450033080178891,0.828,0.82,0.22115384615384615,0.8776371308016878,1306.019168194253,-2359.3448948664377,0.0,0.0,0.0,0.0,0,113685.11660296224,-113685.11660296224,64,144,6,36,no_welfare
46,254,4593269.272888145,0.5813132526925446,0.49890336724237017,0.8228346456692913,0.8149606299212598,0.25,0.8796680497925311,1282.9995774500794,-2385.1154359559773,0.0,0.0,0.0,0.0,0,110338.75164817789,-110338.75164817789,67,145,6,36,no_welfare
47,255,4692079.060393903,0.5883198814919566,0.49327484134821264,0.8431372549019608,0.8274509803921568,0.26291079812206575,0.8801652892561983,1188.6377538729005,-2466.5186096263783,0.0,0.0,0.0,0.0,0,98809.78750575572,-98809.78750575572,66,147,6,36,no_welfare
48,256,4786506.355155385,0.5922531791538479,0.5152101596200791,0.85546875,0.828125,0.29906542056074764,0.8770491803278688,1251.4765686637531,-2507.7065633173606,0.0,0.0,0.0,0.0,0,94427.29476148172,-94427.29476148172,64,150,5,37,no_welfare
49,257,4886872.369566844,0.5958101306970744,0.47263928081427364,0.8404669260700389,0.8249027237354085,0.27314814814814814,0.8780487804878049,1262.8604000049318,-2542.3199953560415,0.0,0.0,0.0,0.0,0,100366.01441145707,-100366.01441145707,66,150,4,37,no_welfare
50,258,4999937.022532209,0.6016631540571544,0.4177187736627235,0.813953488372093,0.8062015503875969,0.17511520737327188,0.8785425101214575,1233.392556925142,-2591.303404228233,0.0,0.0,0.0,0.0,0,113064.65296536131,-113064.65296536131,66,151,4,37,no_welfare
51,259,5092089.771485016,0.6055149304913456,0.5415593437355897,0.8648648648648649,0.8378378378378378,0.3394495412844037,0.8755020080321285,1262.7687930063894,-2634.137235814558,0.0,0.0,0.0,0.0,0,92152.74895281337,-92152.74895281337,65,153,3,38,no_welfare
52,262,5228882.0806560805,0.6064569763943679,0.4021900704556669,0.8053435114503816,0.7938931297709924,0.13122171945701358,0.8804780876494024,1315.8537118601723,-2619.5895394616578,0.0,0.0,0.0,0.0,0,136792.30917106898,-136792.30917106898,67,154,3,38,no_welfare
53,264,5343716.038172858,0.6070298266598169,0.4610497554096984,0.8295454545454546,0.8143939393939394,0.24107142857142858,0.8818897637795275,1273.487401910719,-2614.0226297365634,0.0,0.0,0.0,0.0,0,114833.95751678332,-114833.95751678332,70,154,3,37,no_welfare
54,266,5434421.129946374,0.6122911644932698,0.5407056801821479,0.868421052631579,0.8458646616541353,0.3495575221238938,0.8828125,1187.9920168875988,-2694.304728051749,0.0,0.0,0.0,0.0,0,90705.09177351963,-90705.09177351963,71,155,3,37,no_welfare
55,267,5525941.135545308,0.6165962313948616,0.5546478107435895,0.8651685393258427,0.8389513108614233,0.3568281938325991,0.8798449612403101,1233.0766817376466,-2739.2014087322686,0.0,0.0,0.0,0.0,0,91520.0055989371,-91520.0055989371,69,158,2,38,no_welfare
56,268,5632656.157540409,0.6231426301467187,0.5309869514693386,0.835820895522388,0.8134328358208955,0.31140350877192985,0.8837209302325582,1258.538454161817,-2795.5522048679845,0.0,0.0,0.0,0.0,0,106715.02199509792,-106715.02199509792,68,160,2,38,no_welfare
57,270,5724090.546745245,0.6283797891720775,0.5346553333972428,0.8407407407407408,0.8222222222222222,0.3652173913043478,0.8846153846153846,1243.9996569005555,-2866.5545117827132,0.0,0.0,0.0,0.0,0,91434.3892048346,-91434.3892048346,67,163,2,38,no_welfare
58,272,5836677.839169066,0.6324685746260603,0.4658493348305506,0.8602941176470589,0.8455882352941176,0.2683982683982684,0.8816793893129771,1255.4044744067974,-2913.0916024262688,0.0,0.0,0.0,0.0,0,112587.29242382737,-112587.29242382737,66,165,2,39,no_welfare
59,271,5932073.5626658015,0.6395929265148301,0.5411246113405865,0.8634686346863468,0.8450184501845018,0.3521739130434783,0.8778625954198473,1253.4254772681265,-2974.637077801726,0.0,0.0,0.0,0.0,0,95395.72349673153,-95395.72349673153,65,165,1,40,no_welfare
60,275,6024246.165988611,0.6407311608039146,0.5421754165233128,0.88,0.8581818181818182,0.36752136752136755,0.8796992481203008,1188.8674436880376,-3020.0786035062533,0.0,0.0,0.0,0.0,0,92172.60332281147,-92172.60332281147,66,168,1,40,no_welfare
61,275,6151318.848651943,0.6456273131124644,0.3943660712493613,0.8145454545454546,0.8072727272727273,0.14957264957264957,0.8796992481203008,1240.152417342504,-3047.737526890896,0.0,0.0,0.0,0.0,0,127072.68266333752,-127072.68266333752,65,169,1,40,no_welfare
62,275,6263797.156408267,0.6513324002299354,0.4519739179011417,0.8472727272727273,0.84,0.22127659574468084,0.8834586466165414,1225.5640459797357,-3090.5112549072965,0.0,0.0,0.0,0.0,0,112478.3077563199,-112478.3077563199,64,170,1,40,no_welfare
63,275,6400426.884325425,0.6557817789445379,0.37452893016411193,0.8254545454545454,0.8218181818181818,0.13675213675213677,0.8796992481203008,1281.8532400925565,-3106.4039515031577,0.0,0.0,0.0,0.0,0,136629.727917153,-136629.727917153,62,171,1,41,no_welfare
64,275,6503581.091781465,0.6619461782319944,0.5041820652577065,0.8545454545454545,0.84,0.2948717948717949,0.8931297709923665,1223.7350494074374,-3168.900382552515,0.0,0.0,0.0,0.0,0,103154.2074560386,-103154.2074560386,62,171,1,41,no_welfare
65,275,6618933.971459679,0.6666380798727565,0.42741801488268427,0.8254545454545454,0.8145454545454546,0.2264957264957265,0.8931297709923665,1248.3086257973525,-3210.196063008003,0.0,0.0,0.0,0.0,0,115352.8796782128,-115352.8796782128,61,172,1,41,no_welfare
66,275,6742423.736225864,0.6682532560683769,0.42898170397220947,0.8581818181818182,0.850909090909091,0.2,0.8935361216730038,1236.7849716615472,-3207.575150077804,0.0,0.0,0.0,0.0,0,123489.76476618338,-123489.76476618338,60,174,1,40,no_welfare
67,275,6841188.1572029935,0.6739889202483169,0.4988200945870258,0.8836363636363637,0.8581818181818182,0.3276595744680851,0.8935361216730038,1179.8831104536278,-3287.7155781672636,0.0,0.0,0.0,0.0,0,98764.42097712948,-98764.42097712948,60,174,1,40,no_welfare
68,275,6931077.470112815,0.680603411817188,0.5276626511557698,0.8690909090909091,0.8581818181818182,0.38961038961038963,0.8918918918918919,1159.458372515155,-3387.590390660962,0.0,0.0,0.0,0.0,0,89889.31290982198,-89889.31290982198,58,172,5,40,no_welfare
69,275,7036465.744264824,0.6863531632810993,0.49686045864228245,0.8727272727272727,0.8472727272727273,0.2683982683982684,0.8918918918918919,1214.8478193192198,-3443.512963169662,0.0,0.0,0.0,0.0,0,105388.27415201088,-105388.27415201088,58,172,5,40,no_welfare
70,275,7139165.241327359,0.6920737220854738,0.5075788168256827,0.8545454545454545,0.8436363636363636,0.3,0.888030888030888,1273.728381426861,-3493.493997158732,0.0,0.0,0.0,0.0,0,102699.49706253292,-102699.49706253292,56,173,5,41,no_welfare
71,275,7281114.569142713,0.6959176573663575,0.3503887084164894,0.8327272727272728,0.8290909090909091,0.0611353711790393,0.8841698841698842,1235.1183975301221,-3506.9600282025044,0.0,0.0,0.0,0.0,0,141949.32781535023,-141949.32781535023,54,174,5,42,no_welfare
72,275,7395675.674533908,0.7014221721450238,0.5206696011416037,0.8618181818181818,0.8436363636363636,0.28,0.87890625,1303.7465784144442,-3541.278446542656,0.0,0.0,0.0,0.0,0,114561.10539119029,-114561.10539119029,53,171,8,43,no_welfare
73,275,7504225.328297974,0.7067327205825027,0.4773880637068688,0.8581818181818182,0.850909090909091,0.23555555555555555,0.87890625,1236.1024528393857,-3592.6566132738863,0.0,0.0,0.0,0.0,0,108549.65376406719,-108549.65376406719,53,171,8,43,no_welfare
74,275,7623036.615545713,0.7113794465918863,0.41259636752940665,0.8618181818181818,0.850909090909091,0.1688888888888889,0.87890625,1224.3276204310737,-3636.7057847021497,0.0,0.0,0.0,0.0,0,118811.28724773786,-118811.28724773786,50,174,8,43,no_welfare
75,275,7734345.629840134,0.7162932445880514,0.4731652394875554,0.88,0.8654545454545455,0.22767857142857142,0.875,1268.181173240856,-3680.5807514624094,0.0,0.0,0.0,0.0,0,111309.01429442079,-111309.01429442079,50,173,8,44,no_welfare
76,274,7856414.441911428,0.7203661137808435,0.4488017789784049,0.8868613138686131,0.8759124087591241,0.17567567567567569,0.8740157480314961,1256.3621167865658,-3697.5362757532034,0.0,0.0,0.0,0.0,0,122068.81207129247,-122068.81207129247,48,173,9,44,no_welfare
77,275,7975802.169937678,0.7213670509830483,0.43972362056498326,0.8945454545454545,0.88,0.18303571428571427,0.875,1240.05965391313,-3698.99621969137,0.0,0.0,0.0,0.0,0,119387.72802624873,-119387.72802624873,48,175,9,43,no_welfare
78,275,8097820.431276746,0.7258530330540585,0.4490671541985909,0.8763636363636363,0.8618181818181818,0.17857142857142858,0.875,1292.7302888000236,-3732.0678102975667,0.0,0.0,0.0,0.0,0,122018.26133907391,-122018.26133907391,46,177,9,43,no_welfare
79,275,8242497.819536597,0.7302931658625198,0.39429426724309846,0.8363636363636363,0.8327272727272728,0.05803571428571429,0.875,1243.220505375892,-3753.4522777320994,0.0,0.0,0.0,0.0,0,144677.3882598454,-144677.3882598454,46,177,9,43,no_welfare
80,275,8353723.390385109,0.735275201110122,0.4399966387693597,0.8763636363636363,0.8654545454545455,0.1981981981981982,0.8774703557312253,1154.6891623339795,-3816.5141620962304,0.0,0.0,0.0,0.0,0,111225.57084851386,-111225.57084851386,46,175,11,43,no_welfare
0,220,500000.0,0.29960339148035775,0.0,1.0,0.9818181818181818,1.0,0.8546511627906976,0.0,6349.359962838694,0.0,0.0,0.0,0.0,0,0.0,0.0,84,63,47,26,ubi_only
1,219,505468.7451891985,0.2837538568904534,0.4086974983195597,0.6894977168949772,0.680365296803653,0.033783783783783786,0.8554913294797688,1172.2729631532031,6237.367654800083,37900.0,0.0,0.0,0.0,0,43368.745189198184,-5468.745189198184,84,64,45,26,ubi_only
2,219,545680.1609540642,0.27233736553761423,0.43730473202012177,0.7077625570776256,0.7031963470319634,0.10810810810810811,0.8554913294797688,1194.4464949767823,6163.372777181912,38100.0,0.0,0.0,0.0,0,78311.41576486525,-40211.41576486525,83,65,45,26,ubi_only
3,219,584209.2745626838,0.26194149938453615,0.43437464754880706,0.7077625570776256,0.7123287671232876,0.0945945945945946,0.8554913294797688,1158.9286020521984,6057.449656372545,38300.0,0.0,0.0,0.0,0,76829.11360861994,-38529.11360861994,80,68,45,26,ubi_only
4,218,637135.4939444093,0.2545885329216693,0.4095411914434939,0.6834862385321101,0.7018348623853211,0.0,0.8554913294797688,1212.2047651099726,5994.380742089644,39100.0,0.0,0.0,0.0,0,92026.2193817256,-52926.219381725605,78,70,44,26,ubi_only
5,220,691386.3805240266,0.2511777981423928,0.39471475319800686,0.6909090909090909,0.7045454545454546,0.02666666666666667,0.8522727272727273,1198.9722997624062,5880.542836823361,39500.0,0.0,0.0,0.0,0,93750.88657961779,-54250.886579617785,76,74,43,27,ubi_only
6,220,740437.4709064453,0.24527408116357918,0.40379037776461923,0.7272727272727273,0.7227272727272728,0.006622516556291391,0.8531073446327684,1130.4444997430721,5708.709953770202,40600.0,0.0,0.0,0.0,0,89651.09038241918,-49051.09038241918,76,75,42,27,ubi_only
7,217,803809.5611110681,0.2425634373270109,0.4017061856898969,0.7050691244239631,0.695852534562212,0.0,0.8531073446327684,1251.5086487804722,5666.475891116708,40700.0,0.0,0.0,0.0,0,104072.09020462308,-63372.09020462308,75,76,39,27,ubi_only
8,214,847594.8994247288,0.24524019428225885,0.39108309891339643,0.7242990654205608,0.7289719626168224,0.07894736842105263,0.8587570621468926,1189.1571021733662,5523.883869073062,40600.0,0.0,0.0,0.0,0,84385.33831366088,-43785.338313660875,74,78,35,27,ubi_only
9,216,889761.5216941637,0.24805694409483836,0.3995739648513823,0.7083333333333334,0.7361111111111112,0.11038961038961038,0.8603351955307262,1191.367468424366,5377.402557453692,40800.0,0.0,0.0,0.0,0,82966.62226943436,-42166.62226943436,74,80,35,27,ubi_only
10,213,925083.8359606572,0.2516529903507101,0.45031277969882444,0.7981220657276995,0.7793427230046949,0.19480519480519481,0.8603351955307262,1226.9567706676205,5289.483139130503,41300.0,0.0,0.0,0.0,0,76622.31426649365,-35322.314266493646,70,84,32,27,ubi_only
11,213,968192.1171281162,0.25632039413781804,0.41988579792103153,0.7934272300469484,0.784037558685446,0.11688311688311688,0.8603351955307262,1214.9106059049352,5190.45745406657,41900.0,0.0,0.0,0.0,0,85008.28116745883,-43108.28116745883,65,89,32,27,ubi_only
12,216,1026297.039204611,0.2624772364886425,0.4179678375047089,0.7824074074074074,0.7731481481481481,0.08280254777070063,0.8579234972677595,1260.990143885569,5105.251709506346,43000.0,0.0,0.0,0.0,0,101104.92207649453,-58104.922076494535,61,96,31,28,ubi_only
13,216,1057561.2548758283,0.2634808749833637,0.43705955079061365,0.8287037037037037,0.8101851851851852,0.20382165605095542,0.8579234972677595,1186.3436963884023,4942.713898959344,44800.0,0.0,0.0,0.0,0,76064.21567121815,-31264.215671218146,61,96,31,28,ubi_only
14,218,1082463.5696230298,0.2602238870352014,0.47396209917841614,0.8348623853211009,0.8211009174311926,0.29559748427672955,0.8594594594594595,1218.2532985700775,4707.276001941056,44800.0,0.0,0.0,0.0,0,69702.31474720305,-24902.314747203054,63,96,31,28,ubi_only
15,218,1122758.1615695592,0.2566780383469376,0.43161182331432535,0.8073394495412844,0.8073394495412844,0.19375,0.8602150537634409,1222.6202196654478,4514.955930452869,44800.0,0.0,0.0,0.0,0,85094.59194652946,-40294.59194652946,62,98,30,28,ubi_only
16,220,1160042.654943072,0.25505973083923794,0.4376235576607268,0.8409090909090909,0.8272727272727273,0.2125,0.8556149732620321,1200.5182362519631,4393.412157801318,45300.0,0.0,0.0,0.0,0,82584.49337351286,-37284.49337351286,57,103,31,29,ubi_only
17,220,1199467.6346549762,0.251982400561078,0.4149646424312021,0.8136363636363636,0.8136363636363636,0.13043478260869565,0.8563829787234043,1205.4843048035852,4218.662223178339,46700.0,0.0,0.0,0.0,0,86124.9797119049,-39424.9797119049,56,105,30,29,ubi_only
18,218,1250556.1317849178,0.2465767571906261,0.358740876277408,0.7981651376146789,0.8073394495412844,0.043478260869565216,0.8563829787234043,1193.9632678034804,4114.169105475333,47100.0,0.0,0.0,0.0,0,98188.49712994129,-51088.49712994129,55,106,28,29,ubi_only
19,218,1287630.3178519057,0.24389892960892157,0.40203342308285017,0.8256880733944955,0.8302752293577982,0.15,0.851063829787234,1188.604272702688,3950.7399926868957,47100.0,0.0,0.0,0.0,0,84174.1860669885,-37074.186066988506,50,110,28,30,ubi_only
20,221,1326897.7228920523,0.2535997980293907,0.41464351681250466,0.8099547511312217,0.8190045248868778,0.14814814814814814,0.8481675392670157,1224.906428439678,3738.801789230129,48000.0,0.0,0.0,0.0,0,87267.40504014493,-39267.405040144935,50,112,28,31,ubi_only
21,223,1363497.6615963283,0.2638393849374179,0.4213931001684579,0.8026905829596412,0.8161434977578476,0.17365269461077845,0.8520408163265306,1209.7716276428941,3552.796053798907,48600.0,0.0,0.0,0.0,0,85199.93870427583,-36599.93870427583,52,115,25,31,ubi_only
22,226,1390820.9155826913,0.27547833031940505,0.46129611302474727,0.831858407079646,0.831858407079646,0.2823529411764706,0.8542713567839196,1195.0485345778873,3307.488751060451,49000.0,0.0,0.0,0.0,0,76323.25398636301,-27323.253986363008,55,115,25,31,ubi_only
23,225,1443552.13583627,0.28733891786174826,0.3984519878817243,0.7733333333333333,0.7911111111111111,0.10588235294117647,0.8542713567839196,1261.4551652119412,3196.536629345994,49000.0,0.0,0.0,0.0,0,101731.22025357824,-52731.22025357824,53,117,24,31,ubi_only
