income_tax_rate,corporate_tax_rate,ubi_amount,tier_scale,final_treasury,avg_deficit_last20,gini_assets,means_tested_poverty_rate,unemployment_rate,tax_revenue,ubi_spending,targeted_spending,score
0.16,0.28,80.0,0.35,-983100.2616269132,39403.672774399056,0.8100466990871732,0.8266196733308663,0.5738139005602241,95900.76055893429,60353.333333333336,74951.09999999999,0.916035530451812
0.16,0.2,80.0,0.25,-905550.9637360335,35452.339106216736,0.823518201652382,0.8648149050796926,0.6413871568348156,77047.32756044994,59674.666666666664,52825.0,0.9561923747680146
0.24,0.28,80.0,0.45,-848518.4190572649,45396.652265627636,0.8223168534511647,0.8578498381352343,0.6198423398635263,113816.5810677057,60941.333333333336,98271.90000000001,0.9774647385871342
0.28,0.28,60.0,0.55,-816119.5764413684,44777.53751436368,0.8383109387891704,0.8406591533279202,0.6095938400794516,123454.76248563633,46228.0,122004.3,1.0004578908720045
0.16,0.24,100.0,0.25,-1090501.063541658,39399.47715106715,0.8078316056777582,0.8229570219045906,0.5390494628702545,88137.52284893284,75015.0,52522.0,1.0027785128241968
0.2,0.24,80.0,0.35,-968821.9989776477,42869.628079109534,0.8208723074440788,0.8522274890807612,0.6267052805626739,95127.3052542238,61425.333333333336,76571.59999999999,1.0525861024908747
0.2,0.28,40.0,0.55,-1097390.3794301213,48627.98624608023,0.8069859054245478,0.8330873033587592,0.6061758227650208,105861.68042058643,31388.666666666668,123101.0,1.1171392810518654
0.28,0.2,60.0,0.45,-843375.0940163314,41373.88709802897,0.8612667358332947,0.8482170995614151,0.6104680773984571,104623.11290197102,46214.0,99783.0,1.1465275790153562
0.16,0.24,40.0,0.45,-1099095.3859257635,46106.539993718754,0.8148405843411045,0.8496377116808348,0.6371038485497668,84077.2266729479,30878.666666666668,99305.09999999999,1.173858715167384
0.2,0.28,100.0,0.35,-1179439.8554193832,48818.133886232674,0.8051545816422365,0.825468412557278,0.565176765031139,103553.29944710065,76468.33333333333,75903.09999999999,1.1748645091458214
0.16,0.28,60.0,0.45,-1267141.1275419458,45544.93623549858,0.797151827618654,0.8485011945030889,0.6223040741095366,95283.16376450141,45096.0,95732.09999999999,1.2278828445111698
0.24,0.2,80.0,0.35,-983908.188058592,44412.41291214577,0.8456401486394037,0.874603329786269,0.6608803280925257,94363.9537545209,61362.666666666664,77413.7,1.292779360623935
